system_indicator|card_number|product_id|customer_number|embossing_name|embossing_date|card_valid_through|previous_valid_through|card_type_plastictipping|authorised_amount|authorised_amount_sign|first_usage_date|ytd_transaction_purch|ytd_transaction_purch_sign|ytd_transaction_cash|ytd_transaction_cash_sign|annual_charge_date|no_of_years_to_waive_annual|activation_flag|life_card_flag|activation_change_date|branch_number|application_type_1|application_type_2|facility_group_account_number|processing_group|credit_limit|credit_limit_sign|temporary_limit|temporary_limit_sign|current_balance|current_balance_sign|balance_carried_forward|balance_carried_forward_sign|amount_due|amount_due_sign|total_payments_since_cutoff|total_payments_since_cutoff_sign|amount_in_arrears_1_period|amount_in_arrears_1_period_sign|amount_in_arrears_2_periods|amount_in_arrears_2_periods_sign|amount_in_arrears_3_periods|amount_in_arrears_3_periods_sign|amount_in_arrears_4_periods|amount_in_arrears_4_periods_sign|amount_in_arrears_5_periods|amount_in_arrears_5_periods_sign|amount_in_arrears_6_periods|amount_in_arrears_6_periods_sign|amount_in_arrears_7_periods|amount_in_arrears_7_periods_sign|amount_in_arrears_8_periods|amount_in_arrears_8_periods_sign|statement_type|statement_indicator|opening_date|manual_limit_adj_flag_1|manual_limit_adj_flag_2|latest_due_date|latest_period_processed|payoff_flag|block_code_date|arrear_level|from_acct_no|debit_type|number_of_times_x29_days_in|number_of_times_3059_days_i|number_of_times_6089_days_i|number_of_times_90119_days|number_of_times_120149_days|number_of_times_150179_days|number_of_times_180209_days|number_of_times_210239_days|ac_into_collection_date|old_card_number_1
dcgueclman|muuefnmbewriktpu|gvylxq|hdbbyomapcslkuxhwxgjpvuoqdpbon|obtrekowppovsvserudeqjabjn|09456629|lqorcn|mfcwcw|f|20502067568|i|57626416|62116866177|x|94480278283|b|indatj|f|qb|w|94189846|ulzm|v|z|iwyuapdvbnrsculo|ym|93221809710|s|46465289941|p|42442005643|o|80259042944|a|58832785958|i|57891395749|o|46361634802|l|38406629521|z|85785801772|o|55207873585|l|23268007227|v|09132449329|p|88088871714|t|56634949027|h|gbemodwyxzhmzyfq|w|31466036|81529690|66011569|94409224|69220186|93456022703|20297717|rqp|bypuslvnxc|s|bvy|cjv|pxe|apq|obm|ljy|eqh|awx|96847266|htliiymhmqvhvanv
amolbrzbrw|vofoustavvfotvpi|cbevsw|ygdnnbjjscpeqfqvaaiuouctfxgqvy|qiyipsijmfnzuqopmljmtrlarj|76000493|pydbzf|rcjjtj|m|07210406831|u|95845763|63823284467|i|15590782160|q|eyuhpi|d|jx|n|88525123|vnjh|a|b|aahhhjbzqhikibjv|ig|94312291193|f|82343807700|y|50873532683|t|33714229610|v|46775589545|h|00865604621|x|00147758196|a|32873421552|p|43920461956|o|19166907868|a|44101079181|h|24629026737|w|75848493028|i|52806846068|v|egpbrklcgxssgfha|c|40729244|32848109|73887411|48293350|89519339|94000368231|80035574|nrl|vwqzwbnwmf|n|myl|vsc|bqh|viu|bds|opb|vyf|wtg|25098624|fpcybtzsemptuudj
uzhxiraapf|sfhpowsutmxbices|bmcllr|fiyupivfmkruxfadiadiqcntuetens|vgffegxximgpzzxplnlcjpxcqn|38948744|rxeeih|lshgft|f|20789510152|k|40931067|74704680789|a|45926119392|c|fedpwk|i|hd|c|31860097|ixbr|m|q|qjtzvbdteqkwqzdm|iy|12476356505|e|75242446968|l|98449176576|i|83761302854|i|45918389274|r|77258621114|p|77912650345|p|16134880500|x|53930604638|f|25101799218|t|03295802007|o|15468018932|h|84465543002|q|60391038461|m|fgdbizsibqpdgvds|k|20686677|35102376|79183840|84449191|20447837|64088287559|48074384|jpa|shlsjrkegb|q|zom|sqr|dlk|xhv|msj|zdw|qec|qjo|36175549|drzqzsvhkbogknat
kvvpvvyhxq|mdfjrhwbgefswxly|morixr|zlcyxnckmitigddkgbnodjqibkthjw|kdvhkgbsmiryeilyalstdwhmjf|91754586|qizuge|awyifs|z|42536824192|w|09163531|92043350165|f|07590827692|n|rpkjsn|p|lm|t|85048093|jbbi|g|h|znabzditczaynaqn|ul|11270455871|y|94095052305|h|37634925357|i|21843608791|p|43466748587|m|98404940262|q|87063517431|v|25328215970|a|77912108591|b|69572972457|m|90510639106|e|91398476120|s|88925932551|z|76833064316|v|zkwgaugugshwchre|k|50348331|57302134|60119509|98906601|43528809|31178246626|03021226|rla|zltresbwct|j|gsu|hye|fzk|ifh|kxx|dsv|diw|iab|23778091|pxuwjiqcvkkanuhr
mbytsafrjx|oyjahevrekcicjxj|dhcoif|mwyqzsjhfoyylocmqmtxcollgzokuv|lijrsmdrcummjiwofbzwlefmcb|88357344|moklir|lfaeqy|p|00040913902|p|42887161|22363586718|i|87552189074|u|rhpkwc|b|rn|i|01755471|ixae|f|x|hjzgveahfwoekusq|ec|46271364580|m|74860563909|p|48000255237|m|11251910271|u|31735677963|y|55243153531|d|29506692281|w|36345308730|k|35791457355|p|86520179346|v|75725174384|s|47820824053|j|22381985697|l|93262579671|u|atosocyvbaikpkgc|g|87716996|42345928|74917681|68602864|18231693|74075150310|81354213|tvr|lruiuedjss|v|aoy|igx|hrm|olb|ztn|hth|cdw|iud|81588824|dsuvuxpbuteutwzu
cpzjxqkmtz|rcuezpepbezkxnuj|mrowex|vwoiwrkbnckhzmujjxgurpdwhqhlyc|vgxdufnsguksahyqwdqfauqvsp|19047819|uxrhvl|lywuvi|d|54962639175|w|93215208|38063091037|t|47625677720|x|rubyex|a|ex|q|09212368|inkd|t|r|foamcqxyncsrakii|rj|23882000384|g|73253522185|k|85544479916|l|63671642143|z|62045604961|v|55465629064|x|86183773996|b|65783267234|e|97511036152|o|93759130366|g|49555571974|l|47382256234|w|51383620562|m|19574005495|i|godlrsdnkzeojbvp|b|04774079|49161665|49530953|44221138|40038967|03910222968|06365035|sio|ytigqwalmq|r|rcn|emn|ggd|peo|gtd|uue|dup|xdl|22393392|bhxpqmiybiqqnwlr
qghkxxfbcf|xupwdrnwryoazwdv|motujd|gdcsurlfvudesovvcpmoipmmklxbbj|kojjhuoyphwjghzshxgjzyfhog|80801883|zirdgc|ipehvr|g|90828526537|t|23977833|19908429344|e|89425510582|w|permhs|v|fs|n|30423304|mryq|m|c|cilnypkpoovvoehb|nb|68201416484|n|28257577346|z|54258598923|s|50122143002|v|41825892442|g|28129114803|i|96051391301|r|48046870673|e|95412091267|h|14196403742|g|48974825996|r|32002411616|v|96870108336|i|26517571138|h|dvhrjccodfozdqws|z|78779031|40623111|45757824|66510246|60319803|11419356098|64741435|ctj|siqupuqlae|z|hvf|btc|mkm|nbm|pyw|ptp|uue|fgs|65435581|mvudtwlnuuhelquh
gijhjisftz|plblxfqftgahktik|usywhz|pqpedgfwbbfibmvpjzfmtqgnvimosb|cmmdlhreiyhcurpnifazkirdsn|24479621|zflkwd|qvzrwi|x|35018218414|k|80891301|65293494190|x|95027444220|c|dkakjq|d|ar|d|47494310|rhtm|i|o|wufffnmnqtxxhmvo|dh|40411638586|b|06814840617|h|52338816911|z|64398270367|d|23656102898|p|05508869105|i|25240627970|j|55270762983|f|85217019793|h|18486400363|b|56462952150|b|55529492879|m|53345218379|g|92961764453|y|ptisdmlnnejtozxj|c|06881203|16772908|73878741|42108525|04571648|65276920562|76979972|gcm|mytuyodoit|l|jsf|zsu|pao|hxu|dfs|rvn|npo|xsp|34310531|jmpqffbgihpmoscg
hsottvngxt|svkkhihtjrulkqco|gkjorm|zvqevtbhaxqrybpvcybcscsxxyktkj|tmzexupedeghxdwovpwkbxedpz|75134753|gwxvpl|hfbsef|f|32447925866|t|59973679|80491994895|o|95837562205|j|vyquiz|b|fl|h|74516895|qvdb|e|s|ljxsjjorcmaxpypt|vd|42405840333|z|40906054443|f|66170181422|w|10808261549|u|14255245259|u|09687284144|i|62359418276|u|96672672451|b|81277372198|p|69776959669|a|46762976613|o|12442122775|i|17335384715|l|23008544886|y|ncrvuabxvkptuqvv|k|33371576|28018381|89541881|77375372|43168081|52566993913|18542371|ruh|xouminwyhf|x|soe|ghp|afl|bab|qgy|hmy|ivs|ewb|79053166|dlobionuwlnuoodj
yujankakmy|kecxftpqfkrjmaun|xvtmpx|adcvcrrphvxkzgfqlggtpoknozpxme|vloeycdjeojvvorejtosokupve|82544885|ymrjlx|yywzjc|g|11934017960|b|50345621|42360159438|q|33041228228|u|bevkzy|e|lj|m|81717338|kpri|o|l|imydtiinuttwxwpr|ek|21344090561|m|08263856875|b|93253819111|r|01746407976|j|05671068751|h|03385815090|a|95738825350|e|81642393990|u|98815686177|m|01302170280|y|26446358444|h|88124699674|k|02777208651|n|56049877396|o|phbpfazhweutvngm|v|19136680|53397040|54570834|77551839|11254566|17906564632|29932490|umx|dwuubrytuw|b|vmt|zlg|wfh|ffk|wrr|osq|eux|kok|93651526|pssmpwwyiytwztyo
nwowdtkqzq|zmjyfvpiqksrjrpb|isxfwd|upgrigehwunccpcooohxmpzzqxeqod|fvcrgxlzxszoctadbjtutxfwbc|35726781|fpkvrg|goaafo|f|64817924336|v|89176949|03647524968|h|14794277306|m|dlwayx|z|es|x|04304670|gsis|t|v|fcmqrjthgsnvnnvj|kx|22704932546|g|67500648769|k|19504202890|b|43158828904|l|38723863831|y|04530502654|j|81645446446|h|08528828275|d|60866423660|j|36970608031|g|29940967247|u|05990290019|e|31190017852|i|37712490221|a|bbogtttwmhkgsqsg|n|96429453|76299383|97676504|70149687|87346540|35059526992|19349481|soq|vkcsespnem|j|tfd|rgg|jil|cts|mtf|zzx|ikp|fps|07754916|zevmfhavngadbjyv
obghnjyxjw|udkfifntumlluuie|jrgpdp|mtzmbklqaltgwwlrixneldgivueius|pcrfrllybcylbskcgdzxhdwexn|39238847|ghmywv|ukdjuy|s|34295462625|z|99648461|61804576373|q|19346509091|t|erruoa|h|be|v|06744102|dsgn|r|c|rngehskapsstepal|uu|12338191957|l|06332335890|o|33794453761|y|50467219765|u|23755355457|s|74886819681|r|01597808665|j|41323264745|e|41907284581|f|65492535123|z|65507316450|o|83381807510|s|44528956541|n|01540814317|f|xsjpsmbllyfglefr|a|10597564|13594896|73203731|62210356|75796273|20205815014|24060805|oes|djgzgaemto|l|vgs|cnj|qsy|oml|nfx|ktw|eue|zip|78366326|iznmvcvdnpvuqzzx
majzbemzeo|qypwxgulnefyyszs|chwymo|ubvihhqfdpyhemxkdwcznxlwunmchs|tlkjejoadixgtgptzibmczivkl|32940093|ecgkpy|udnkmf|v|25743920695|a|30579149|04501808972|t|70990804673|f|vwrtyt|d|yu|u|49849971|dhzr|f|x|wrdkbjfzzclzjzfx|xc|29458372913|u|83336112173|j|37991868042|t|02644950631|c|91463932608|i|39508246971|e|29845646169|m|47643384086|r|04384331679|l|11059382194|m|45894492604|f|51818871778|s|79286930036|y|14924442651|i|pecdrczichoyqrwe|f|55174275|38982112|34640487|14412237|28236012|31989839260|12897402|gml|ziqaawfias|l|pjn|dnm|ivw|nyi|blw|xme|wps|kgo|12068446|qgimitwwcqugjibc
ypkvarwdxp|njzhurgujluigtlt|ijgyut|gzbvwflmpsxtsurdfamfyyhgggjkoq|xqmrwdxmownyjpbfcqncvirpqi|31132843|kzszwh|avxgdj|i|69513949044|i|56575243|09488955477|g|56061874956|q|abyjxc|n|cj|e|24065589|avfb|e|a|rrmqypfburcrrihn|wd|82927103484|f|65322960100|g|00865795695|t|76207241936|h|49247992084|z|80837079053|o|93487154150|e|92824026658|z|34176321575|e|68718961974|l|42300923507|t|11309594193|o|46471783715|l|59620116093|p|pzkdarkngupdshtl|j|78599660|35480806|97795146|38451793|58096749|02620795179|77422089|wnb|lwwschwjdw|f|bbe|ylp|lpg|tvx|msk|yxo|ybo|gyi|87367892|rkjnevehilxwyljv
fskzachwwl|jvugsslxxoznijkw|igqvby|xoibvudfoydizfwboituvbdemdinfh|fjxjfpuloqnqgykmmvihakjnep|78212049|sosywg|rijrlf|b|88502300336|p|33235139|50387655537|n|04646337184|c|olvdpk|k|pe|h|93582923|ajrz|s|b|kwpmunctheyipzbu|sl|37693380405|b|47045245153|q|45739876852|q|87203927966|r|57753440251|j|28314423494|h|62618487835|t|07021884799|j|67655049320|s|44619539329|q|70594396717|p|83218902457|p|87175473146|b|78250256315|g|qvanedtzjbtumbkw|w|59475324|52668105|66557604|44821576|37213068|41511220085|69161089|tsv|qstxqxugxv|j|fhv|ila|nmu|kkf|ugz|vht|xcm|jkj|84307716|orwhzvixpxozaepw
kcknzcycou|wzsuvtjzsfforrsu|hmpdeg|xddzsaceyoqvglifjgsrziiburcgte|dytdzodfuhoimexdnximsfykng|96402238|jscfzx|ygxjsz|e|32497898165|h|19946482|04762179721|o|12030102083|j|fpgcqk|e|tu|z|60197108|asvg|u|x|kbkvweqcufttvhfe|zb|97096543256|r|73983246393|s|94812896342|m|26679231131|b|14760568527|l|56354296523|k|31051523945|c|53621259589|m|63070235436|v|36084688334|z|52995025284|q|71823840438|g|41102064053|w|04562966454|l|hfldmqwoagaqbpne|q|23020037|61720938|00922131|18605091|71830076|46686875466|80398983|wcm|ippnbzohwo|g|vjr|fgs|vdm|heb|zus|crs|mpl|bcj|11252914|eutyyxbqhmnydmwe
jvsdpphsar|abipklbqyxrqidea|wkqfmh|omcquzssvrwjbidadbzojuxjibphzs|dorgyxyyqardrvlgdmmoumndbm|34934889|toprfm|heotfd|l|77533488928|v|99154775|62939914096|e|76173778853|g|oybpnc|f|wa|a|62379504|ymrx|t|a|jxfaodtuvfrxnoxw|fd|57005716283|z|61000847814|i|02620131445|e|38107333619|q|72182730815|q|13821924060|o|61603709786|a|40975603501|c|07464221942|t|78402087156|a|33954434301|m|93653108019|d|38620336971|q|75952906337|k|hmwsszywgfghybdp|c|97844312|74576723|16288209|53150149|49284540|42712426178|21531839|kss|fsgjeazwwi|h|ayr|sdk|pnm|yla|kfx|lgo|lbx|zvu|42575471|ncjtswjxhwhuifgo
tkvxemwcou|rpaszeglxsrxwaul|kmczgx|dkjsmqgcogpivnglvfuzhvybssqxph|eudwunzvcskeetwgmggnswocls|15235212|bbfocj|uluwyt|t|97433315221|o|00595564|57070602085|j|47299348839|i|gwexxl|x|id|s|48944139|xciu|d|w|fuyidfdfdmdaufkv|va|98693320490|p|49151155349|j|70425414510|j|38011341242|w|97141961421|t|69679714822|z|61451771235|i|42075867070|v|20549506974|k|76652696667|i|27490321230|t|25884390517|w|15090169745|i|03801946718|k|xtkypksxblbtmqzt|a|24122261|32690026|10582252|07393484|88919332|19743347844|93161971|zal|dhrglwvoci|k|qcg|xea|qtw|uhe|tgk|nlg|bqy|mjn|18200171|hhlcowndtmdscakd
phnejlymvp|whflybixjvahbosj|vveyoy|uttbpcnzosblursrzqhhosgvedxluu|qfmorzgwxxgbfqxtkduvzlkjkr|96100112|ouruba|zphowf|g|90846233982|o|50292176|84633127960|l|85008582392|s|vpnbbg|n|ms|o|55550511|kirp|e|b|srgyjiviqqqlprgv|ml|39755975410|f|88362384310|u|78146594278|w|97119316937|l|36443552230|q|01680843345|z|18884566825|y|98267678693|b|88301616062|l|76479435554|h|48994484883|m|64200203224|q|04130233522|q|17701932554|m|efggpzglvaywmgzk|q|36146070|02633146|12263458|77196816|23480959|62409805013|41767398|orj|ofgvunmqam|h|wie|cag|ftv|ckv|vnc|oom|qmw|lin|18042067|gkxbeijdvbsdaqas
sutvpdkdda|yyffyaithucerlhh|gjneel|xpsmrynevijzjduiwbbmszeaymhnra|curioijupteagfgntztjoukgyp|28444141|lxknfx|chwhed|m|28988621337|m|80554875|11500611697|h|52285986031|y|ledvbu|n|re|e|33944676|ndcm|m|t|ynrxcsfgopkgzhsw|qm|85627473572|l|51740933662|h|49264602253|m|58014126092|b|19843885785|k|28402027075|a|79857714600|h|02398973789|g|24417701533|i|04212825926|c|34206885507|w|25431813702|v|46079065233|g|25771496370|m|voktmxwjjvgaugqh|e|04713658|67302929|50373552|93795339|81422583|70343662502|08284652|hsa|nhgfapfiuk|d|djq|noi|vtr|skd|zyj|pfd|cdf|xog|60435096|xszecovxhgslqvyy
vqlghocrgl|ngvrcrmqbnrleguq|msbjux|wknrbnrdxubcibzuvcxonrcfdugzrj|lsyinjowtstuhbyaeuvywilxkw|84841514|wfjniw|ezlbdc|o|58367280184|v|57466752|02007279599|m|59148261148|u|cqklrg|z|bs|u|60510693|gjnj|n|d|ybipdpkzlmiiydjc|nu|81564744110|k|79659172140|e|20249655312|w|58304702046|x|38868322418|w|07742901885|w|62681150419|n|24652773174|g|19246166620|f|41589976755|c|17860437185|u|05879933455|w|52222721441|f|93602125848|o|dmawhdzoofoatlth|a|45483618|86951777|59735487|75592660|93411450|64080093451|88878124|hli|tpvwdflpqv|q|hpq|obo|usi|jxj|mka|tby|psx|xol|87762101|tsejxswapfkerlbk
bxjigudtzu|krenlzffqghpsqov|kppjzq|bxvmrzadwbmhacfrfosmnjqrzyqwrw|ctuhyumfxndcsohipxujczisil|61515758|lqumdp|jeiprm|l|85662558374|e|91586937|07407746616|z|20591558014|a|iwklfm|o|yd|m|08882568|nvos|e|b|djsgvrdlomdrxcax|pp|23466186268|d|30828792681|x|73554256570|w|96817530821|b|50290108742|f|21276694035|l|48498767100|d|71012909918|z|25178260340|x|11741453685|b|95590348828|e|16890768318|i|36974760775|f|75822393369|g|qpferbjkradqmobt|s|97428033|71730500|19794157|34107364|19602759|92922718433|70592065|nnl|ctnchiwmdq|z|rwv|ebt|baz|djh|ppb|mbx|ybz|jjv|99306642|psyokutgixukwujk
bycncrifqr|wrhihttpoaabypzo|wfoodq|peljnvhypkzjivsoqftvlukyymfazp|vokkdrninvvcxtnbpzqpceshkm|04805615|lkekhf|aqafcw|g|89602855813|i|41542152|45063487724|q|09403927673|f|ydythp|h|wg|d|48009270|szxv|y|s|fzcctwnuyjkwbyxz|cn|45486111049|x|56336011968|z|07177140192|m|92711222044|n|55083655829|h|05727020326|s|89046328598|f|94075532758|x|45205181821|g|91581882532|k|78046601819|p|51788461279|g|26910915035|r|52548756300|m|dswleurmadqgmbtn|x|84847521|26022420|24485088|33526213|25778713|85440509970|82963340|och|wcjcjjiyot|v|irc|evb|ymz|kfs|fmx|dts|fpo|dcz|19495083|vzybyvcwtytfjkge
rkngwvbtbq|qojvgngtjwfpodbc|pufwse|lspovpxprgjasgesqlfidrpupqwmau|zprvysyfggroyatghwihvpidhl|58446818|volcoe|xlysiz|h|53941151132|a|26905826|24517171805|e|50485017011|n|jzfuuc|f|su|o|59849272|nijl|t|m|ieuakuxjbemjdphv|jg|08955269176|s|77799424286|r|60452273033|v|85013892776|s|70226420074|a|69220653204|d|37117182271|r|38664804373|g|88931396133|s|39416959305|t|72550125913|i|47247830224|b|34654328747|s|63558538497|v|ejyhqdngtlrgexas|z|00774908|90354600|41354385|71208613|20196260|53632852643|26477333|kqo|azrjlyioec|h|iox|xyb|wyh|etv|tio|dya|prm|jbz|01577511|qllsilgdimpgfzjl
fhxkosnopl|tfqxtofoiysfcsul|urpymj|xzyftqycqmgnoqllmrzdfullevzkku|upaklliobssgblwpqzgcxlknwn|79857128|jczqun|uryqrf|b|45594941273|u|34707769|92788403480|w|51732023428|o|whbhjc|h|di|i|49220695|rtnj|k|p|zfdpysdrzdxyeypv|cn|98421728996|n|87746781156|x|34131223974|r|01766329365|f|36222829656|n|13671342130|z|54069074528|x|29237031542|z|17774074691|r|53803915863|y|81553199845|y|45541048883|r|46981430456|f|81294390835|g|hyadnqsvlwrjoprm|j|91589082|47526238|34611718|04864415|93155848|48814405452|55132555|gkm|fvyxetfbgn|x|nqx|kia|hpw|brt|wuw|mcf|nox|gab|83193719|yvwfsiidrmmyqwgc
gdhyhbebao|tlvqotekckceqjks|ggpdpk|mppogjxrcitjmgwbgtgqbjuofldjkt|kutbzerblftpvrwaoljiilgmbr|17801058|ypinzv|jgyycb|f|74567014008|z|69637069|23858857382|b|78418085800|g|wauobl|x|rr|o|29613639|driz|j|j|gabwzlbbladakwds|ck|28915153050|i|89583734596|f|73345590867|c|02999596770|v|82032611320|l|21353334909|n|94774495566|r|60537571786|v|07259569025|y|20506482091|o|14651404567|r|10576327527|b|53236214540|m|36001876435|l|ibypozgskukbcpwj|t|64446202|14554852|93574491|80393317|09027877|51224217287|84021058|mni|zyysucisme|k|mbf|zyx|abn|yai|dwu|utj|ucb|iuc|82951008|sdyzrkmffksedmtw
qqsbpasiov|hizqazdhqpvkvjdy|kbacnj|krtkzrahbmwopxulffqhyizxatnyoe|azdyvhmdplirhvniixuyrfrpvf|86798350|zlqosm|kmowix|i|04916907395|x|55549476|64714972911|a|04089732953|e|tqwfbz|g|th|c|49285655|yoxv|v|l|goltmlljoyznjahn|pm|81284230576|m|99760541546|l|74646314974|h|20765105063|q|12042231181|g|39846323801|x|47512323278|e|57283300378|h|23899011868|v|50577156328|x|03644158402|b|97301185564|c|43820777846|a|25614209103|k|czbpqrleegwxbofp|m|21232387|47508881|93974382|32765936|24718166|99449309583|69707910|bgs|uxycajminq|s|qiz|adr|lzw|hqb|fsd|owe|oxj|tod|76800542|yqfpabbozcghvggw
atagcjkoye|njgbknhitlardjhm|jborpk|emxirbuoipvfstenjtmxjlhnvyardi|hmxvxvyakxvqkhaprxotsyoenx|11102127|rhptnf|thmhvx|i|13504089304|d|04593078|87927498072|t|31796864944|g|kqrpsw|d|jb|a|36574427|wmjo|m|n|ibqubifoocckhowx|bv|48254970391|l|17469253186|a|21729171700|w|32403134177|f|57845193780|n|44174711835|d|45885836858|r|24458671951|l|11401211003|j|83940742938|g|97516778494|i|44879304619|l|78797025593|m|85690421315|n|htysjbrjdrievndw|p|24022879|94033811|84457388|05376135|51439883|30096608004|13952316|xgm|agzctgevkx|e|sso|kic|mbg|qia|wxj|rfc|lka|cvo|85174700|ruvivvstongyrglm
kynbquqlou|nqvzhzslkdfyujup|ophzcv|kydcwrgzqulgjdwzgihzxhurmfujdz|dcgldvjowrplwhokgormybtlkl|47551237|gqnonb|agtvai|t|36229463856|i|62222448|73404854234|i|12392469208|y|auldvu|q|gk|q|96626676|zvci|p|j|vzmuwonwytnkqnxp|xm|52287733798|r|94759558728|x|14313192017|y|30704333570|r|03479667381|g|79621815031|u|75436528896|p|41192673809|x|14336359757|h|80143969195|z|24137294271|o|72675430678|a|03683488659|m|36506215654|s|fcltkepwoherzzon|n|80063337|98040081|12364587|96546529|63985371|19701157549|68534837|uaq|zugzusocdh|c|kxu|otp|woe|ljj|dft|qxi|euq|thf|58042699|rixeywubssybaemw
sorbbsqorf|ystkrjcazszooepa|qoaafd|ompxfyyrmpqyxyokgkaurtzptuwnac|msyojeeukcrctwyiyxnoeciaxh|93316455|rrtgxj|dhjwtw|n|52310075477|y|88001554|81613849770|m|37482379815|v|fwmsgr|v|jo|u|05914841|xpwt|o|k|dmnxhyjxwigizxak|sy|28696442215|h|84932064609|y|95679605566|h|96900313272|w|76835499413|d|98165584439|r|95970694156|w|56486748716|b|33859378185|y|57370105435|q|68233517150|b|42157667170|u|21348933806|z|22594324905|h|kqqqvqdmwzgzhfjk|q|74675633|73749563|62295786|97349512|21507101|53190906724|87755764|zbm|nbrdoxyrhj|q|hma|ctq|txj|ltx|rxt|eyx|xcg|gmz|30522451|htkvuqlnrsnraexg
jbzxeshpvh|ajgignxfaqysqkdc|mvkxzv|ggrtzjwpuybjdtviworgyhbzrgvnwa|momxuperfbnelcafpxacybsmvl|91670235|aqutns|ndimqb|l|58887959869|k|74407743|60177690748|z|53074913465|g|zjopgs|a|xs|p|40320907|ipfj|f|s|pgeqvscjuidicbwc|ub|51368502139|s|31249133035|l|37971889643|x|14389593326|a|16238696518|z|80469700208|h|11675770767|d|54799256413|y|64685689176|a|03780293361|n|93077247216|k|82155543883|z|18191600734|t|18170495208|d|wszctonsornmqgoh|q|48570957|09742268|99611760|53869570|58324458|23712979809|71080719|kgy|mlhjnqfxcf|v|keg|dld|zpm|khx|wjw|hub|ihy|ngj|47872355|iyjxvbfxirweixkf
flsmclxkgv|mbatdyzmrycskrky|lfyeyx|vjkdgblbngjvlmtabpqyarwlnqzjba|sgokavvebwhumzuyubpyyfhrae|02912938|vxlxhb|ldtmrc|l|77315849434|j|82091512|66845168163|d|79865277588|f|rskbky|i|ek|p|12037464|ocav|f|m|rvmqbinchooamjel|bj|22284735908|r|92550541456|x|61578783586|g|59060403127|q|87130778474|j|53592719295|w|77962677033|d|23304908257|m|78311315945|u|34310156240|j|57282803610|x|20834336259|q|87197719690|u|54198084904|o|idctjfiqxymuvujy|q|07715271|52945313|10997230|13887068|32309956|53114347697|60903317|awt|odmcbnlrsm|p|onc|yld|ukv|shg|zvr|jgt|tym|zec|44080477|qujwhwxaoqqgmlvg
lmgbwljvtp|hnzaafdhovnkdhcn|xfjbjh|wspcezcgshmdfhautdjtafuswoixkv|lqecfltqhhghccrlnlkvjcjqsm|56400637|vyhovp|tyldxo|w|74028836638|u|65267396|30590669751|k|83693228160|c|ibuolq|l|ep|q|98616301|adpz|b|z|ubinwsvdzwcnnusy|oq|26768929933|x|19383968173|w|29394315376|k|18104406252|y|34943939860|q|21265002769|a|86384238511|r|95496586012|u|19135874627|v|07910112733|i|67330090518|d|57407096699|o|94439211410|b|80782565461|h|punbgchhwdffmird|q|51337353|84963078|94618158|67847666|11258161|77781366888|98908086|tbs|mdwawebise|i|wlg|bye|kiv|apj|pxk|voz|ngu|wmo|04020766|cmvafecrfdxiytow
uvdytsbbun|izhyfwmjewsupmle|ctzlop|qqvkagbtgempwrcmrngtzryzzdqtvt|gwdxcurwkrcqhmrfijzjvsgoib|09591911|thgnzr|ctoszs|e|54599458907|n|39423257|36226587709|x|72545370054|f|ncgzwb|m|wz|x|08944042|qbop|l|n|oqodjwsvfpnvkklo|lp|66311487082|z|92191762631|f|40234245919|s|22765537625|h|31407040524|u|06405816380|p|38913435751|x|11329243069|g|29717656862|i|72763371574|s|44230005411|d|08912370576|f|74332043035|e|32538263051|j|srldqrhynpszyyhm|j|54374741|54314616|07472197|27748089|89304323|87023922225|06772289|zky|sewhoczljn|c|yhf|emn|vir|jrt|gxa|xem|wwv|vsz|31586535|yzqxaaterhnosesj
ebdcjegebs|nvqmrulrczkakego|eanowu|nhpufvziwpyouobjugjvlejpdvsbti|tivuqiwnvhhjqlrqetbexeuyrp|97327769|dpfbvk|nxtbif|l|38281516310|b|52965174|86008540265|l|01800156545|b|bpzhky|j|ep|t|52700211|gvum|u|k|hvvpxokmsnuqgszt|nd|10638034321|u|80983098623|a|68067858139|t|00677755638|m|73957706996|j|64131799435|r|43401803959|k|76550094841|i|54181105543|b|32170657953|p|39861628965|i|46973758975|d|26675449452|n|66113740494|s|qzjaywvnxkhhmwdv|h|23597992|70459325|48628502|07009933|54688135|60692830864|54939339|oql|rxwqkuuiux|t|ukq|dev|boz|rbk|vao|iyr|gog|bfo|63748474|gmazgsnrdtbytkgn
gmspbqwmfr|pauzuwwzyqldffru|yrymnw|ihjwyskeptzszwifajbfylmqgdbmwd|twplkntrxncarkpwzrfdwdxgwy|96908946|egwnuk|rmzkcl|f|01754805654|z|88797273|95278144262|l|33150129191|a|aqdfyx|a|rq|r|14980072|njbh|k|l|yevnsmdqzrdbzabu|zb|57894689474|x|52088197325|f|82599355647|r|94909028106|m|94329424348|g|35298139544|b|64266095193|n|70622622407|y|39486323806|c|74451654171|y|98776044046|o|02679085848|y|57501998854|o|32079517246|t|vcfaxikcueluufgg|r|31836235|93746375|28754370|37009335|20845845|12645573130|58882008|bpm|adufmabdwz|d|tkx|pri|ajr|zsl|jig|fkp|djx|nvo|93815573|mfwfosfcxiyhgmal
